text,x_min,y_min,x_max,y_max,width,height,label,stem,x_norm,y_norm,x_center_norm,y_center_norm,width_norm,height_norm
TOTAL SALES (EXCLUDING GST),159,1551,577,1593,418,42,O,X51008142063,0.1809,0.6872,0.4187,0.6965,0.4755,0.0186
:,600,1561,611,1585,11,24,O,X51008142063,0.6826,0.6916,0.6889,0.6969,0.0125,0.0106
381.50,680,1557,785,1587,105,30,O,X51008142063,0.7736,0.6899,0.8333,0.6965,0.1195,0.0133
DISCOUNT,447,1611,583,1645,136,34,O,X51008142063,0.5085,0.7138,0.5859,0.7213,0.1547,0.0151
:,602,1620,612,1644,10,24,O,X51008142063,0.6849,0.7178,0.6906,0.7231,0.0114,0.0106
0.00,717,1616,787,1646,70,30,O,X51008142063,0.8157,0.716,0.8555,0.7226,0.0796,0.0133
TOTAL GST,425,1668,579,1700,154,32,O,X51008142063,0.4835,0.739,0.5711,0.7461,0.1752,0.0142
:,602,1678,612,1703,10,25,O,X51008142063,0.6849,0.7435,0.6906,0.749,0.0114,0.0111
22.89,697,1669,790,1702,93,33,O,X51008142063,0.7929,0.7395,0.8458,0.7468,0.1058,0.0146
ROUNDING,439,1726,579,1766,140,40,O,X51008142063,0.4994,0.7647,0.5791,0.7736,0.1593,0.0177
:,600,1732,614,1759,14,27,O,X51008142063,0.6826,0.7674,0.6906,0.7734,0.0159,0.012
0.00,718,1731,786,1759,68,28,O,X51008142063,0.8168,0.7669,0.8555,0.7732,0.0774,0.0124
TOTAL SALES (INCLUSIVE OF GST),96,1783,583,1822,487,39,O,X51008142063,0.1092,0.79,0.3862,0.7986,0.554,0.0173
:,603,1795,612,1817,9,22,O,X51008142063,0.686,0.7953,0.6911,0.8002,0.0102,0.0097
404.39,680,1791,785,1818,105,27,O,X51008142063,0.7736,0.7935,0.8333,0.7995,0.1195,0.012
CASH,483,1844,580,1876,97,32,O,X51008142063,0.5495,0.817,0.6047,0.8241,0.1104,0.0142
:,601,1853,613,1879,12,26,O,X51008142063,0.6837,0.821,0.6906,0.8268,0.0137,0.0115
404.39,678,1846,788,1880,110,34,B-TOTAL,X51008142063,0.7713,0.8179,0.8339,0.8254,0.1251,0.0151
CHANGE,449,1890,579,1929,130,39,O,X51008142063,0.5108,0.8374,0.5848,0.846,0.1479,0.0173
:,601,1896,613,1922,12,26,O,X51008142063,0.6837,0.8401,0.6906,0.8458,0.0137,0.0115
0.00,716,1891,789,1920,73,29,O,X51008142063,0.8146,0.8378,0.8561,0.8443,0.083,0.0128
GST SUMMARY,97,1991,356,2021,259,30,O,X51008142063,0.1104,0.8821,0.2577,0.8888,0.2947,0.0133
TAX CODE,104,2046,258,2077,154,31,O,X51008142063,0.1183,0.9065,0.2059,0.9134,0.1752,0.0137
%,351,2046,382,2079,31,33,O,X51008142063,0.3993,0.9065,0.417,0.9138,0.0353,0.0146
AMT (RM),470,2046,619,2083,149,37,O,X51008142063,0.5347,0.9065,0.6195,0.9147,0.1695,0.0164
TAX (RM),694,2049,842,2083,148,34,O,X51008142063,0.7895,0.9078,0.8737,0.9154,0.1684,0.0151
SR,105,2092,156,2119,51,27,O,X51008142063,0.1195,0.9269,0.1485,0.9329,0.058,0.012
6,357,2091,378,2121,21,30,B-ADDRESS,X51008142063,0.4061,0.9265,0.4181,0.9331,0.0239,0.0133
381.50,513,2093,621,2122,108,29,O,X51008142063,0.5836,0.9273,0.6451,0.9338,0.1229,0.0128
22.89,753,2096,841,2127,88,31,O,X51008142063,0.8567,0.9287,0.9067,0.9355,0.1001,0.0137
TOTAL :,296,2138,402,2173,106,35,O,X51008142063,0.3367,0.9473,0.397,0.955,0.1206,0.0155
381.50,510,2141,618,2173,108,32,O,X51008142063,0.5802,0.9486,0.6416,0.9557,0.1229,0.0142
22.89,754,2146,841,2172,87,26,O,X51008142063,0.8578,0.9508,0.9073,0.9566,0.099,0.0115
"GOODS SOLD ARE NOT RETURNABLE, THANK YOU.",92,2223,820,2257,728,34,O,X51008142063,0.1047,0.9849,0.5188,0.9925,0.8282,0.0151
KEDAI PAPAN YEW CHUAN,159,259,756,297,597,38,B-COMPANY,X51008142065,0.1801,0.1133,0.5181,0.1217,0.6761,0.0166
(0005583085-K),332,302,584,335,252,33,O,X51008142065,0.376,0.1322,0.5187,0.1394,0.2854,0.0144
LOT 276 JALAN BANTING,253,349,664,382,411,33,B-ADDRESS,X51008142065,0.2865,0.1527,0.5193,0.16,0.4655,0.0144
"43800 DENGKIL, SELANGOR.",228,396,699,431,471,35,I-ADDRESS,X51008142065,0.2582,0.1733,0.5249,0.181,0.5334,0.0153
TEL : 03-87686092,144,470,438,505,294,35,O,X51008142065,0.1631,0.2057,0.3296,0.2133,0.333,0.0153
FAX : 03-87686092,479,472,778,505,299,33,O,X51008142065,0.5425,0.2066,0.7118,0.2138,0.3386,0.0144
GST ID : 000781500416,270,522,644,554,374,32,O,X51008142065,0.3058,0.2284,0.5176,0.2354,0.4236,0.014
TAX INVOICE,340,582,577,614,237,32,O,X51008142065,0.3851,0.2547,0.5193,0.2617,0.2684,0.014
BILL TO :,43,624,152,655,109,31,O,X51008142065,0.0487,0.2731,0.1104,0.2799,0.1234,0.0136
SUCI ALAM JAYA TRANSPORT,44,673,558,707,514,34,O,X51008142065,0.0498,0.2945,0.3409,0.302,0.5821,0.0149
NO 1 JALAN AMAN 2,42,719,378,751,336,32,O,X51008142065,0.0476,0.3147,0.2378,0.3217,0.3805,0.014
TAMAN DESA 43800,42,758,370,793,328,35,O,X51008142065,0.0476,0.3317,0.2333,0.3394,0.3715,0.0153
DENGKIL SELANGOR,44,810,389,843,345,33,O,X51008142065,0.0498,0.3545,0.2452,0.3617,0.3907,0.0144
017-6057770,44,857,249,889,205,32,O,X51008142065,0.0498,0.3751,0.1659,0.3821,0.2322,0.014
DOC NO.,43,902,167,931,124,29,O,X51008142065,0.0487,0.3947,0.1189,0.4011,0.1404,0.0127
:,253,908,263,932,10,24,O,X51008142065,0.2865,0.3974,0.2922,0.4026,0.0113,0.0105
CS00013033,283,905,486,932,203,27,O,X51008142065,0.3205,0.3961,0.4354,0.402,0.2299,0.0118
DATE: 23/05/2018,601,902,875,936,274,34,B-DATE,X51008142065,0.6806,0.3947,0.8358,0.4022,0.3103,0.0149
CASHIER,42,949,163,982,121,33,O,X51008142065,0.0476,0.4153,0.1161,0.4225,0.137,0.0144
:,253,957,264,984,11,27,O,X51008142065,0.2865,0.4188,0.2928,0.4247,0.0125,0.0118
USER,286,953,386,984,100,31,O,X51008142065,0.3239,0.4171,0.3805,0.4239,0.1133,0.0136
TIME: 15:28:00,598,954,838,988,240,34,O,X51008142065,0.6772,0.4175,0.8131,0.4249,0.2718,0.0149
SALESPERSON,42,999,234,1038,192,39,O,X51008142065,0.0476,0.4372,0.1563,0.4457,0.2174,0.0171
:,253,1012,267,1035,14,23,O,X51008142065,0.2865,0.4429,0.2945,0.4479,0.0159,0.0101
REF.:,607,1006,682,1036,75,30,O,X51008142065,0.6874,0.4403,0.7299,0.4468,0.0849,0.0131
ITEM,43,1107,104,1138,61,31,O,X51008142065,0.0487,0.4845,0.0832,0.4912,0.0691,0.0136
QTY,287,1108,338,1144,51,36,O,X51008142065,0.325,0.4849,0.3539,0.4928,0.0578,0.0158
S/PRICE,388,1109,488,1140,100,31,O,X51008142065,0.4394,0.4853,0.496,0.4921,0.1133,0.0136
(GST),527,1075,612,1106,85,31,O,X51008142065,0.5968,0.4705,0.645,0.4772,0.0963,0.0136
(GST),696,1076,783,1107,87,31,O,X51008142065,0.7882,0.4709,0.8375,0.4777,0.0985,0.0136
S/PRICE,518,1109,620,1139,102,30,O,X51008142065,0.5866,0.4853,0.6444,0.4919,0.1155,0.0131
AMOUNT,673,1110,786,1138,113,28,O,X51008142065,0.7622,0.4858,0.8262,0.4919,0.128,0.0123
TAX,829,1113,881,1140,52,27,O,X51008142065,0.9388,0.4871,0.9683,0.493,0.0589,0.0118
101870,45,1148,144,1178,99,30,O,X51008142065,0.051,0.5024,0.107,0.509,0.1121,0.0131
PASIR HALUS (D),46,1194,284,1230,238,36,O,X51008142065,0.0521,0.5225,0.1869,0.5304,0.2695,0.0158
1,306,1152,319,1177,13,25,O,X51008142065,0.3465,0.5042,0.3539,0.5096,0.0147,0.0109
65.00,398,1152,474,1179,76,27,O,X51008142065,0.4507,0.5042,0.4938,0.5101,0.0861,0.0118
68.90,531,1152,607,1179,76,27,O,X51008142065,0.6014,0.5042,0.6444,0.5101,0.0861,0.0118
68.90,711,1152,787,1180,76,28,O,X51008142065,0.8052,0.5042,0.8482,0.5103,0.0861,0.0123
SR,843,1154,881,1183,38,29,O,X51008142065,0.9547,0.505,0.9762,0.5114,0.043,0.0127
101756,47,1250,142,1277,95,27,O,X51008142065,0.0532,0.547,0.107,0.553,0.1076,0.0118
SIMEN,48,1296,140,1326,92,30,O,X51008142065,0.0544,0.5672,0.1065,0.5737,0.1042,0.0131
5,303,1252,322,1278,19,26,O,X51008142065,0.3431,0.5479,0.3539,0.5536,0.0215,0.0114
16.50,401,1252,474,1281,73,29,O,X51008142065,0.4541,0.5479,0.4955,0.5543,0.0827,0.0127
17.49,531,1251,609,1282,78,31,O,X51008142065,0.6014,0.5475,0.6455,0.5543,0.0883,0.0136
87.45,712,1254,790,1283,78,29,O,X51008142065,0.8063,0.5488,0.8505,0.5551,0.0883,0.0127
SR,842,1255,883,1282,41,27,O,X51008142065,0.9536,0.5492,0.9768,0.5551,0.0464,0.0118
100160,47,1350,143,1378,96,28,O,X51008142065,0.0532,0.5908,0.1076,0.5969,0.1087,0.0123
2,305,1351,321,1378,16,27,B-ADDRESS,X51008142065,0.3454,0.5912,0.3545,0.5972,0.0181,0.0118
3.00,407,1354,466,1381,59,27,O,X51008142065,0.4609,0.5926,0.4943,0.5985,0.0668,0.0118
3.18,539,1352,601,1381,62,29,O,X51008142065,0.6104,0.5917,0.6455,0.598,0.0702,0.0127
6.36,726,1354,788,1381,62,27,O,X51008142065,0.8222,0.5926,0.8573,0.5985,0.0702,0.0118
SR,842,1355,883,1386,41,31,O,X51008142065,0.9536,0.593,0.9768,0.5998,0.0464,0.0136
KAPUR AIR (A1),46,1397,271,1432,225,35,O,X51008142065,0.0521,0.6114,0.1795,0.619,0.2548,0.0153
TOTAL QTY:,86,1445,226,1484,140,39,O,X51008142065,0.0974,0.6324,0.1767,0.6409,0.1586,0.0171
8,298,1446,321,1478,23,32,B-ADDRESS,X51008142065,0.3375,0.6328,0.3505,0.6398,0.026,0.014
162.71,688,1449,787,1480,99,31,O,X51008142065,0.7792,0.6341,0.8352,0.6409,0.1121,0.0136
TOTAL SALES (EXCLUDING GST),167,1523,582,1563,415,40,O,X51008142065,0.1891,0.6665,0.4241,0.6753,0.47,0.0175
:,606,1534,617,1558,11,24,O,X51008142065,0.6863,0.6713,0.6925,0.6766,0.0125,0.0105
153.50,687,1528,791,1557,104,29,O,X51008142065,0.778,0.6687,0.8369,0.6751,0.1178,0.0127
DISCOUNT,451,1584,586,1615,135,31,O,X51008142065,0.5108,0.6932,0.5872,0.7,0.1529,0.0136
:,606,1588,617,1615,11,27,O,X51008142065,0.6863,0.695,0.6925,0.7009,0.0125,0.0118
0.00,721,1586,791,1619,70,33,O,X51008142065,0.8165,0.6941,0.8562,0.7013,0.0793,0.0144
TOTAL GST,431,1639,584,1672,153,33,O,X51008142065,0.4881,0.7173,0.5747,0.7245,0.1733,0.0144
:,605,1646,616,1673,11,27,O,X51008142065,0.6852,0.7204,0.6914,0.7263,0.0125,0.0118
9.21,723,1642,787,1674,64,32,O,X51008142065,0.8188,0.7186,0.855,0.7256,0.0725,0.014
ROUNDING,442,1696,581,1737,139,41,O,X51008142065,0.5006,0.7422,0.5793,0.7512,0.1574,0.0179
:,604,1703,617,1729,13,26,O,X51008142065,0.684,0.7453,0.6914,0.751,0.0147,0.0114
0.00,719,1701,790,1730,71,29,O,X51008142065,0.8143,0.7444,0.8545,0.7508,0.0804,0.0127
TOTAL SALES (INCLUSIVE OF GST),97,1752,585,1796,488,44,O,X51008142065,0.1099,0.7667,0.3862,0.7764,0.5527,0.0193
:,604,1763,620,1791,16,28,O,X51008142065,0.684,0.7716,0.6931,0.7777,0.0181,0.0123
162.71,685,1759,786,1791,101,32,O,X51008142065,0.7758,0.7698,0.833,0.7768,0.1144,0.014
CASH,485,1817,585,1851,100,34,O,X51008142065,0.5493,0.7952,0.6059,0.8026,0.1133,0.0149
:,604,1825,617,1848,13,23,O,X51008142065,0.684,0.7987,0.6914,0.8037,0.0147,0.0101
162.71,687,1817,788,1850,101,33,B-TOTAL,X51008142065,0.778,0.7952,0.8352,0.8024,0.1144,0.0144
CHANGE,454,1859,584,1899,130,40,O,X51008142065,0.5142,0.8136,0.5878,0.8223,0.1472,0.0175
:,605,1867,618,1894,13,27,O,X51008142065,0.6852,0.8171,0.6925,0.823,0.0147,0.0118
0.00,721,1862,792,1896,71,34,O,X51008142065,0.8165,0.8149,0.8567,0.8223,0.0804,0.0149
GST SUMMARY,103,1959,361,1993,258,34,O,X51008142065,0.1166,0.8573,0.2627,0.8648,0.2922,0.0149
TAX CODE,110,2014,263,2045,153,31,O,X51008142065,0.1246,0.8814,0.2112,0.8882,0.1733,0.0136
SR,111,2060,157,2089,46,29,O,X51008142065,0.1257,0.9015,0.1518,0.9079,0.0521,0.0127
%,356,2016,384,2050,28,34,O,X51008142065,0.4032,0.8823,0.419,0.8897,0.0317,0.0149
6,359,2062,380,2091,21,29,B-ADDRESS,X51008142065,0.4066,0.9024,0.4185,0.9088,0.0238,0.0127
AMT (RM),472,2018,624,2052,152,34,O,X51008142065,0.5345,0.8832,0.6206,0.8906,0.1721,0.0149
153.50,523,2060,625,2096,102,36,O,X51008142065,0.5923,0.9015,0.6501,0.9094,0.1155,0.0158
TAX (RM),700,2021,844,2055,144,34,O,X51008142065,0.7928,0.8845,0.8743,0.8919,0.1631,0.0149
9.21,773,2065,840,2096,67,31,O,X51008142065,0.8754,0.9037,0.9134,0.9105,0.0759,0.0136
TOTAL :,298,2109,401,2142,103,33,O,X51008142065,0.3375,0.923,0.3958,0.9302,0.1166,0.0144
153.50,516,2111,622,2144,106,33,O,X51008142065,0.5844,0.9239,0.6444,0.9311,0.12,0.0144
9.21,774,2115,840,2146,66,31,O,X51008142065,0.8766,0.9256,0.9139,0.9324,0.0747,0.0136
"GOODS SOLD ARE NOT RETURNABLE, THANK YOU.",95,2194,825,2228,730,34,O,X51008142065,0.1076,0.9602,0.521,0.9676,0.8267,0.0149
** RE-PRINT **,319,2248,603,2285,284,37,O,X51008142065,0.3613,0.9838,0.5221,0.9919,0.3216,0.0162
KEDAI PAPAN YEW CHUAN,160,253,759,301,599,48,B-COMPANY,X51008142068,0.1816,0.1248,0.5216,0.1367,0.6799,0.0237
(0005583085-K),329,299,583,337,254,38,O,X51008142068,0.3734,0.1475,0.5176,0.1569,0.2883,0.0187
LOT 276 JALAN BANTING,255,346,661,384,406,38,B-ADDRESS,X51008142068,0.2894,0.1707,0.5199,0.1801,0.4608,0.0187
"43800 DENGKIL, SELANGOR.",226,393,698,435,472,42,O,X51008142068,0.2565,0.1939,0.5244,0.2042,0.5358,0.0207
TEL : 03-87686092,140,470,437,505,297,35,O,X51008142068,0.1589,0.2319,0.3275,0.2405,0.3371,0.0173
FAX : 03-87686092,479,475,775,509,296,34,O,X51008142068,0.5437,0.2343,0.7117,0.2427,0.336,0.0168
GST ID : 000781500416,271,517,643,557,372,40,O,X51008142068,0.3076,0.2551,0.5187,0.2649,0.4222,0.0197
TAX INVOICE,335,577,574,614,239,37,O,X51008142068,0.3802,0.2847,0.5159,0.2938,0.2713,0.0183
BILL TO :,41,618,156,653,115,35,O,X51008142068,0.0465,0.3049,0.1118,0.3135,0.1305,0.0173
SUCI ALAM JAYA TRANSPORT,42,672,553,707,511,35,O,X51008142068,0.0477,0.3315,0.3377,0.3402,0.58,0.0173
NO 1 JALAN AMAN 2,40,719,374,752,334,33,O,X51008142068,0.0454,0.3547,0.235,0.3629,0.3791,0.0163
TAMAN DESA 43800,42,759,367,793,325,34,O,X51008142068,0.0477,0.3744,0.2321,0.3828,0.3689,0.0168
DENGKIL SELANGOR,38,806,391,843,353,37,O,X51008142068,0.0431,0.3976,0.2435,0.4068,0.4007,0.0183
017-6057770,41,856,247,887,206,31,O,X51008142068,0.0465,0.4223,0.1635,0.4299,0.2338,0.0153
DOC NO.,41,901,169,932,128,31,O,X51008142068,0.0465,0.4445,0.1192,0.4521,0.1453,0.0153
:,254,905,262,932,8,27,O,X51008142068,0.2883,0.4465,0.2928,0.4531,0.0091,0.0133
CS00012658,282,903,487,934,205,31,O,X51008142068,0.3201,0.4455,0.4364,0.4531,0.2327,0.0153
DATE: 11/05/2018,599,905,879,939,280,34,B-DATE,X51008142068,0.6799,0.4465,0.8388,0.4549,0.3178,0.0168
CASHIER,40,949,163,983,123,34,O,X51008142068,0.0454,0.4682,0.1152,0.4766,0.1396,0.0168
:,251,956,265,982,14,26,O,X51008142068,0.2849,0.4716,0.2928,0.478,0.0159,0.0128
USER,284,952,388,985,104,33,O,X51008142068,0.3224,0.4697,0.3814,0.4778,0.118,0.0163
TIME: 16:52:00,596,954,839,987,243,33,O,X51008142068,0.6765,0.4706,0.8144,0.4788,0.2758,0.0163
SALESPERSON,44,999,232,1033,188,34,O,X51008142068,0.0499,0.4928,0.1566,0.5012,0.2134,0.0168
:,252,1009,263,1035,11,26,O,X51008142068,0.286,0.4978,0.2923,0.5042,0.0125,0.0128
REF.:,608,1002,683,1037,75,35,O,X51008142068,0.6901,0.4943,0.7327,0.503,0.0851,0.0173
ITEM,40,1106,104,1135,64,29,O,X51008142068,0.0454,0.5456,0.0817,0.5528,0.0726,0.0143
QTY,282,1109,331,1143,49,34,O,X51008142068,0.3201,0.5471,0.3479,0.5555,0.0556,0.0168
S/PRICE,382,1107,483,1138,101,31,O,X51008142068,0.4336,0.5461,0.4909,0.5538,0.1146,0.0153
(GST),521,1072,608,1107,87,35,O,X51008142068,0.5914,0.5289,0.6407,0.5375,0.0988,0.0173
(GST),694,1076,783,1107,89,31,O,X51008142068,0.7877,0.5308,0.8383,0.5385,0.101,0.0153
S/PRICE,517,1107,618,1138,101,31,O,X51008142068,0.5868,0.5461,0.6442,0.5538,0.1146,0.0153
AMOUNT,671,1111,779,1141,108,30,O,X51008142068,0.7616,0.5481,0.8229,0.5555,0.1226,0.0148
TAX,826,1111,881,1144,55,33,O,X51008142068,0.9376,0.5481,0.9688,0.5562,0.0624,0.0163
101870,42,1147,142,1176,100,29,O,X51008142068,0.0477,0.5659,0.1044,0.573,0.1135,0.0143
PASIR HALUS (D),40,1193,283,1230,243,37,O,X51008142068,0.0454,0.5886,0.1833,0.5977,0.2758,0.0183
1,300,1151,319,1176,19,25,O,X51008142068,0.3405,0.5678,0.3513,0.574,0.0216,0.0123
65.00,393,1149,473,1179,80,30,O,X51008142068,0.4461,0.5668,0.4915,0.5742,0.0908,0.0148
68.90,528,1152,606,1181,78,29,B-TOTAL,X51008142068,0.5993,0.5683,0.6436,0.5755,0.0885,0.0143
68.90,708,1152,784,1182,76,30,O,X51008142068,0.8036,0.5683,0.8468,0.5757,0.0863,0.0148
SR,839,1155,879,1182,40,27,O,X51008142068,0.9523,0.5698,0.975,0.5765,0.0454,0.0133
TOTAL QTY:,79,1241,224,1279,145,38,O,X51008142068,0.0897,0.6122,0.172,0.6216,0.1646,0.0187
1,299,1244,317,1271,18,27,O,X51008142068,0.3394,0.6137,0.3496,0.6204,0.0204,0.0133
68.90,700,1246,793,1279,93,33,O,X51008142068,0.7946,0.6147,0.8473,0.6228,0.1056,0.0163
TOTAL SALES (EXCLUDING GST),161,1320,581,1362,420,42,O,X51008142068,0.1827,0.6512,0.4211,0.6616,0.4767,0.0207
l,601,1329,613,1362,12,33,B-ADDRESS,X51008142068,0.6822,0.6556,0.689,0.6638,0.0136,0.0163
65.00,701,1327,790,1361,89,34,O,X51008142068,0.7957,0.6547,0.8462,0.663,0.101,0.0168
DISCOUNT,447,1383,585,1417,138,34,O,X51008142068,0.5074,0.6823,0.5857,0.6907,0.1566,0.0168
:,603,1389,617,1418,14,29,O,X51008142068,0.6844,0.6852,0.6924,0.6924,0.0159,0.0143
0.00,717,1384,793,1418,76,34,O,X51008142068,0.8138,0.6828,0.857,0.6912,0.0863,0.0168
TOTAL GST,428,1439,583,1473,155,34,O,X51008142068,0.4858,0.7099,0.5738,0.7183,0.1759,0.0168
:,601,1447,613,1477,12,30,O,X51008142068,0.6822,0.7139,0.689,0.7213,0.0136,0.0148
3.90,721,1444,786,1471,65,27,O,X51008142068,0.8184,0.7124,0.8553,0.719,0.0738,0.0133
ROUNDING,439,1496,582,1536,143,40,O,X51008142068,0.4983,0.738,0.5795,0.7479,0.1623,0.0197
:,603,1501,615,1534,12,33,O,X51008142068,0.6844,0.7405,0.6913,0.7486,0.0136,0.0163
0.00,720,1499,784,1529,64,30,O,X51008142068,0.8173,0.7395,0.8536,0.7469,0.0726,0.0148
TOTAL SALES (INCLUSIVE OF GST),95,1550,582,1595,487,45,O,X51008142068,0.1078,0.7647,0.3842,0.7758,0.5528,0.0222
:,599,1563,617,1589,18,26,O,X51008142068,0.6799,0.7711,0.6901,0.7775,0.0204,0.0128
68.90,698,1557,785,1591,87,34,O,X51008142068,0.7923,0.7681,0.8417,0.7765,0.0988,0.0168
CASH,480,1613,578,1646,98,33,O,X51008142068,0.5448,0.7958,0.6005,0.8039,0.1112,0.0163
:,601,1620,616,1643,15,23,O,X51008142068,0.6822,0.7992,0.6907,0.8049,0.017,0.0113
68.90,698,1616,788,1647,90,31,O,X51008142068,0.7923,0.7972,0.8434,0.8049,0.1022,0.0153
CHANGE,450,1655,581,1696,131,41,O,X51008142068,0.5108,0.8165,0.5851,0.8266,0.1487,0.0202
:,601,1662,616,1692,15,30,O,X51008142068,0.6822,0.8199,0.6907,0.8273,0.017,0.0148
0.00,720,1659,790,1688,70,29,O,X51008142068,0.8173,0.8185,0.857,0.8256,0.0795,0.0143
GST SUMMARY,95,1758,357,1793,262,35,O,X51008142068,0.1078,0.8673,0.2565,0.8759,0.2974,0.0173
TAX CODE,104,1812,264,1842,160,30,O,X51008142068,0.118,0.8939,0.2089,0.9013,0.1816,0.0148
%,352,1811,383,1846,31,35,O,X51008142068,0.3995,0.8934,0.4171,0.9021,0.0352,0.0173
AMT (RM),470,1815,621,1848,151,33,O,X51008142068,0.5335,0.8954,0.6192,0.9036,0.1714,0.0163
TAX (RM),695,1815,844,1850,149,35,O,X51008142068,0.7889,0.8954,0.8734,0.904,0.1691,0.0173
SR,102,1854,152,1885,50,31,O,X51008142068,0.1158,0.9147,0.1442,0.9223,0.0568,0.0153
6,352,1860,378,1889,26,29,B-ADDRESS,X51008142068,0.3995,0.9176,0.4143,0.9248,0.0295,0.0143
65.00,533,1860,623,1891,90,31,O,X51008142068,0.605,0.9176,0.6561,0.9253,0.1022,0.0153
3.90,776,1861,844,1895,68,34,O,X51008142068,0.8808,0.9181,0.9194,0.9265,0.0772,0.0168
TOTAL :,292,1904,404,1939,112,35,O,X51008142068,0.3314,0.9393,0.395,0.948,0.1271,0.0173
65.00,532,1906,619,1941,87,35,O,X51008142068,0.6039,0.9403,0.6532,0.9489,0.0988,0.0173
3.90,770,1912,845,1943,75,31,O,X51008142068,0.874,0.9433,0.9166,0.9509,0.0851,0.0153
"GOODS SOLD ARE NOT RETURNABLE, THANK YOU.",85,1992,817,2027,732,35,O,X51008142068,0.0965,0.9827,0.5119,0.9914,0.8309,0.0173
GHEE HIANG,191,130,425,156,234,26,O,X51008145450,0.3271,0.1114,0.5274,0.1225,0.4007,0.0223
GH DISTRIBUTOR & MARKETING SDN BHD,104,161,510,183,406,22,B-COMPANY,X51008145450,0.1781,0.138,0.5257,0.1474,0.6952,0.0189
(1097826-H),237,193,368,220,131,27,O,X51008145450,0.4058,0.1654,0.518,0.1769,0.2243,0.0231
"216, MACALISTER ROAD, 10400 PENANG.",94,224,506,250,412,26,O,X51008145450,0.161,0.1919,0.5137,0.2031,0.7055,0.0223
10400 PENANG.,226,254,377,279,151,25,B-ADDRESS,X51008145450,0.387,0.2177,0.5163,0.2284,0.2586,0.0214
TEL: 04-227 2222,212,283,405,306,193,23,O,X51008145450,0.363,0.2425,0.5283,0.2524,0.3305,0.0197
GST REG. NO. : 001315377152,151,314,453,336,302,22,O,X51008145450,0.2586,0.2691,0.5171,0.2785,0.5171,0.0189
TAX INVOICE,235,369,369,395,134,26,O,X51008145450,0.4024,0.3162,0.5171,0.3273,0.2295,0.0223
INVOICE NO,35,429,159,454,124,25,O,X51008145450,0.0599,0.3676,0.1661,0.3783,0.2123,0.0214
:,167,435,177,453,10,18,O,X51008145450,0.286,0.3728,0.2945,0.3805,0.0171,0.0154
216_01/21047,187,431,333,456,146,25,O,X51008145450,0.3202,0.3693,0.4452,0.38,0.25,0.0214
DATE,35,462,85,484,50,22,O,X51008145450,0.0599,0.3959,0.1027,0.4053,0.0856,0.0189
:,167,465,178,485,11,20,O,X51008145450,0.286,0.3985,0.2954,0.407,0.0188,0.0171
20/06/2018 #1,188,462,342,484,154,22,B-DATE,X51008145450,0.3219,0.3959,0.4538,0.4053,0.2637,0.0189
12:53 PM,484,461,582,486,98,25,O,X51008145450,0.8288,0.395,0.9127,0.4057,0.1678,0.0214
CASHIER,35,492,120,514,85,22,O,X51008145450,0.0599,0.4216,0.1327,0.431,0.1455,0.0189
:,167,495,178,517,11,22,O,X51008145450,0.286,0.4242,0.2954,0.4336,0.0188,0.0189
PART TIMERS 05,184,491,357,513,173,22,O,X51008145450,0.3151,0.4207,0.4632,0.4302,0.2962,0.0189
PRN ON,32,522,108,544,76,22,O,X51008145450,0.0548,0.4473,0.1199,0.4567,0.1301,0.0189
:,167,525,177,544,10,19,O,X51008145450,0.286,0.4499,0.2945,0.458,0.0171,0.0163
20/06/2018 12:56 PM,188,521,415,545,227,24,O,X51008145450,0.3219,0.4464,0.5163,0.4567,0.3887,0.0206
QTY ITEM,33,581,136,605,103,24,O,X51008145450,0.0565,0.4979,0.1447,0.5081,0.1764,0.0206
RM,553,581,581,604,28,23,O,X51008145450,0.9469,0.4979,0.9709,0.5077,0.0479,0.0197
*** RETAIL/TAKEAWAY ***,165,640,438,665,273,25,O,X51008145450,0.2825,0.5484,0.5163,0.5591,0.4675,0.0214
4,35,669,50,690,15,21,B-ADDRESS,X51008145450,0.0599,0.5733,0.0728,0.5823,0.0257,0.018
TAU SAR PNEAH (S) 16PCS @9.00,71,669,417,694,346,25,O,X51008145450,0.1216,0.5733,0.4178,0.584,0.5925,0.0214
36.00 SR,482,670,581,695,99,25,O,X51008145450,0.8253,0.5741,0.9101,0.5848,0.1695,0.0214
2,36,700,49,723,13,23,B-ADDRESS,X51008145450,0.0616,0.5998,0.0728,0.6097,0.0223,0.0197
DB TAU SAR PNEAH (S) 12PCS @7.60,71,701,449,724,378,23,O,X51008145450,0.1216,0.6007,0.4452,0.6105,0.6473,0.0197
15.20 SR,486,701,582,725,96,24,O,X51008145450,0.8322,0.6007,0.9144,0.611,0.1644,0.0206
2,37,730,50,754,13,24,B-ADDRESS,X51008145450,0.0634,0.6255,0.0745,0.6358,0.0223,0.0206
BEH TEH SAW 8PCS @8.00,72,731,332,756,260,25,O,X51008145450,0.1233,0.6264,0.3459,0.6371,0.4452,0.0214
16.00 SR,485,731,581,754,96,23,O,X51008145450,0.8305,0.6264,0.9127,0.6362,0.1644,0.0197
2,35,759,51,783,16,24,B-ADDRESS,X51008145450,0.0599,0.6504,0.0736,0.6607,0.0274,0.0206
PHONG PNEAH 6PCS @9.00,69,761,333,783,264,22,O,X51008145450,0.1182,0.6521,0.3442,0.6615,0.4521,0.0189
